"Date","Time","1_CO","1_MP10","1_O3","2_MP10","2_O3","3_CO","3_MP10","3_O3","4_MP10","5_CO","5_MP10","5_NO2","5_O3","5_SO2","8_CO","8_SO2","12_CO","12_NO2","16_CO","16_MP10","16_O3","27_CO","27_MP10","27_NO2","27_O3","47_NO2","47_O3"
2005-10-29,"14:00",1.04,21.38,10.77,15.64,45.29,0.98,16,21.82,NA,0.54,5.65,25.42,38.18,0.97,2.31,18.99,1.38,61.94,0.37,12.2,58.83,0.7,25.25,35.1,16.59,36.6,24.17
2005-10-29,"15:00",0.9,10.02,20.06,11.75,36.14,0.83,11.19,32.42,NA,0.44,5.12,18.03,45.94,0.48,2.46,19.21,1.27,66.61,0.36,1.4,52.95,0.58,5.8,33.48,16.19,29.65,33.87
2005-10-29,"16:00",0.73,5.75,18.84,11.37,38.83,0.6,6.12,30.17,44.26,0.37,2,18.12,33.57,0.45,1.89,11.89,0.96,64.1,0.37,3.14,43.27,0.5,4.3,32.19,13.12,31.75,25.9
2005-10-29,"17:00",0.68,6.54,18.85,9.77,41.78,0.53,4.94,33.64,15.46,0.3,5.27,12.95,37.58,1.22,1.61,12.58,0.84,52.14,0.39,1.04,43.57,0.48,11.59,39.48,13.49,21.73,28.13
2005-10-29,"18:00",0.68,13.17,15.06,7.03,37.26,0.58,7.27,22.79,22.27,0.32,5.18,18,31.21,2.73,1.86,12.75,0.78,49.7,0.38,1.44,42.97,0.43,6.69,28.76,15.26,22.98,26.07
2005-10-29,"19:00",0.67,6.6,12.89,4.9,34.41,0.57,10.72,22.57,19.46,0.32,4.04,19.56,29.42,1.54,2.02,11.45,0.83,50.52,0.4,3.72,40.82,0.47,8.78,30.63,10.71,25.54,20.68
2005-10-29,"20:00",0.71,9.5,9.32,6.94,29.12,0.61,10.55,19.34,11.37,0.4,1.89,26.19,21.04,3.42,1.77,9.14,0.71,51.2,0.44,7.08,40.13,0.46,8.37,29.27,10.94,34.9,8.56
2005-10-29,"21:00",0.67,9.68,10.86,9.36,31.04,0.52,2.72,26.7,15.45,0.38,5.21,25.13,24.91,5,1.85,7.6,0.66,47.86,0.46,13.11,33.46,0.47,14.51,30.49,9.38,25.97,20.3
2005-10-29,"22:00",0.61,3.45,14.14,8.74,35.28,0.49,7.96,29.02,7.8,0.36,2.92,25.57,23.21,4.53,1.52,7.14,0.62,48.52,0.43,1.1,37.61,0.48,5.09,32.84,6.96,29.81,16.24
2005-10-29,"23:00",0.58,12.94,18.04,5.96,35.2,0.47,9.9,28.69,11.66,0.32,7.09,22.39,26.44,5.25,1.5,6.91,0.65,45.8,0.41,9.42,39.85,0.39,4.03,25,14.67,20.68,27.34
2005-10-29,"24:00",0.66,1.73,15.55,6.15,32.98,0.41,2.58,37.04,11.95,0.32,7.47,21.68,30.02,5.19,1.57,5.75,0.42,41.95,0.36,9.88,45.54,0.44,4.55,25.92,15.41,21.85,27.31
2005-10-30,"01:00",0.6,5.68,18.29,7.07,42.55,0.43,10.11,32.61,9.59,0.26,2.67,NA,37.7,5.46,1.5,4.83,0.36,NA,0.3,6.23,50.18,0.38,4.83,NA,16.64,21.63,26.34
2005-10-30,"02:00",0.49,21.94,24.99,7.36,50.17,0.37,14.94,36.7,20.96,0.23,53.39,12.76,41.97,5.84,1.12,4.22,0.44,32.79,0.27,1.65,53.72,0.32,12.73,18.55,24.34,16.71,32.1
2005-10-30,"03:00",0.45,30.55,26.63,35.55,48.8,0.33,28.19,41.03,18.18,0.19,23.45,7.72,46.1,4.59,0.7,3.16,0.28,25.42,0.27,5.63,53.03,0.27,4.2,13.74,29.53,14.21,34.22
2005-10-30,"04:00",0.4,12.12,30.87,27.12,49.97,0.3,12.26,42.53,16.59,0.2,13.85,10.25,41.27,NA,0.84,NA,0.32,23.82,0.26,5.65,55.13,0.26,5.45,14.03,27.84,15.25,NA
2005-10-30,"05:00",0.36,3.94,33.9,12.68,52.34,NA,5.32,44.64,7.79,NA,6.68,7.56,43.73,1.52,NA,2.7,NA,26.86,NA,8.46,49.83,NA,7.68,14.17,27.21,15.06,31.81
2005-10-30,"06:00",0.44,13.08,NA,10.52,NA,0.24,11.5,NA,12.28,0.2,4.25,8.51,NA,2.11,1.16,3.49,0.34,29.55,0.26,10.76,NA,0.32,4.84,15.45,NA,NA,31.61
2005-10-30,"07:00",0.5,11.87,14.78,11.43,35.42,0.23,10.17,33.03,8.18,0.21,5.23,9.98,38.42,2.48,0.76,3.24,0.36,31.64,0.27,3.61,42.22,0.32,2.8,19.76,18.53,37.48,6.85
2005-10-30,"08:00",0.6,8.14,9.9,13.12,34.68,0.29,6.46,30.06,18.31,0.24,6.96,17.73,27.6,2.85,0.96,4.69,0.49,31.44,0.24,2.93,47.51,0.31,2.92,19.72,18.1,29.08,13.89
2005-10-30,"09:00",0.67,1.79,14.7,10.73,38.36,0.27,5.52,37.2,8.08,0.33,1.92,19.18,26.56,5.84,1.07,6.04,0.58,36.83,0.28,1.14,45.83,0.4,11.3,24.53,14.6,22.32,20.13
2005-10-30,"10:00",0.54,9.82,20.51,10.05,41.26,0.29,2.65,34.3,9.12,0.56,7.84,21.34,24.42,8.32,1.17,10.23,0.62,40.97,0.32,1.88,41.38,0.58,3.59,25.86,13.59,14.19,29.7
2005-10-30,"11:00",0.68,7.39,19.54,50.73,40.04,0.33,11.04,36.8,10.33,0.44,10.11,15.47,32.92,5.77,1.39,14.26,0.7,38.97,0.3,2.66,46.36,0.54,7.87,21.4,20.06,14.96,26.6
2005-10-30,"12:00",0.6,5.67,27.87,46.23,43.43,0.38,5.74,35.39,14.37,0.48,9.55,16.41,33.65,7.43,1.39,14,0.78,41.23,0.35,7.27,46.35,0.53,7.96,20.55,20.86,10.81,32.17
2005-10-30,"13:00",0.68,9.36,24.28,60.65,42.71,0.47,15.25,33.49,17.12,0.45,4.38,19.31,31.67,5.16,1.52,12.61,0.82,42.76,0.33,11.17,49.44,0.48,10.35,22.86,19.19,10.32,39.56
2005-10-30,"14:00",0.76,17.25,23.79,37.13,45.5,0.49,8.16,35.37,15.81,0.62,13.92,22.42,30.09,5.38,NA,NA,0.97,46.11,0.46,8.97,47.78,0.66,17.92,25.89,18.98,24.5,25.79
2005-10-30,"15:00",0.62,6.35,28.26,44.09,46.97,0.39,13.49,40.81,8.8,0.35,9.03,14.74,37.64,2.65,1.67,14.76,0.77,43.91,0.56,18.6,48.59,0.44,8.63,18.79,25.56,20.67,31.14
2005-10-30,"16:00",0.61,9.85,27.04,25.1,43.03,0.37,14.76,38.64,13.8,0.33,12.42,15.05,37.08,0.05,1.49,12.91,0.67,42.16,0.53,23.04,45.81,0.47,12.4,21.41,22.7,14.75,32.58
2005-10-30,"17:00",0.62,14.39,23.83,19.13,37.5,0.41,15.81,31.17,21.33,0.43,10.62,19.91,28.4,0.88,1.6,13.97,0.78,44.7,0.47,36.79,42.31,0.5,21.03,23.21,18.82,20.97,25.15
2005-10-30,"18:00",0.82,32.34,14.08,55.12,31.45,0.59,18.6,20.11,NA,0.54,27.63,25.04,20.96,1.5,2.01,11.39,0.92,47.14,0.42,26.65,38.65,0.72,37.19,34.4,6.43,17.75,25.51
2005-10-30,"19:00",0.75,25.4,8.21,33.21,26.37,0.47,22.56,19.59,NA,0.49,8.99,25.62,16.92,2.33,1.8,9.17,0.85,45.32,0.59,28.52,28.37,0.78,26.85,34.16,3.73,30.54,10.49
2005-10-30,"20:00",0.71,12.82,6.12,13.94,29.09,0.55,17.96,11.41,33.73,0.46,16.6,25.3,17.97,3.25,2.1,11.72,0.92,49.24,0.59,17.42,30.66,0.63,11.39,31.44,5.86,22.5,18.94
2005-10-30,"21:00",0.68,14.99,4.81,13.59,28.16,0.53,4.97,10.88,NA,0.52,9.13,29.52,13.11,3.09,1.89,10.96,1.01,53.48,0.6,16.42,30.06,0.62,11.24,32.2,3.85,15.61,27.61
2005-10-30,"22:00",0.75,16.35,3.77,14.09,34.42,0.51,14.16,17.13,NA,0.58,13.55,26.83,16.05,7.01,1.88,12.02,0.77,48.51,0.61,11.38,28.68,0.64,14.7,32.86,4.99,17.51,24.59
2005-10-30,"23:00",0.81,16.36,2.44,30.63,32.45,0.54,6.86,16.21,32.48,0.59,5.53,31.94,8.66,3.08,1.65,9.48,0.73,44.79,0.55,19.99,28.1,0.7,19.03,34.51,1.39,21.33,19.41
2005-10-30,"24:00",0.7,7.94,7.74,27.46,36.58,0.44,7.64,22.66,19.55,0.57,8.78,30.34,9.63,3.11,1.11,5.29,0.64,41.43,0.63,17.52,23.37,0.58,17.05,32.42,3.19,19.3,20.71
2005-10-31,"01:00",0.52,3.53,14.43,13.65,39.98,0.35,5.34,27.49,14.06,0.4,12.19,NA,12.58,2.38,0.66,3.37,0.38,NA,0.6,21.6,22.76,0.49,9.58,NA,7.08,19.46,19.08
2005-10-31,"02:00",0.42,16.64,23.4,11.1,42.96,0.27,4.62,34.34,9.93,0.3,49.37,19.16,19.18,2.68,0.94,6.65,0.22,16.08,0.51,9.88,30.15,0.37,6.85,16.81,16.14,12.35,24.24
2005-10-31,"03:00",0.38,22.97,26.06,50.18,42.94,0.25,13.95,35.43,16.22,0.29,32.74,20.79,16.49,5.43,0.65,6.35,0.29,15.96,0.4,18.81,38.48,0.37,6.58,23.1,7.62,9.75,24.77
2005-10-31,"04:00",0.41,5.3,20.95,22.06,41.99,0.27,9.29,28.75,10.04,0.29,14.22,13.66,24.58,NA,0.58,NA,0.19,17.11,0.26,19.24,41.22,0.31,9.48,13.48,16.12,8.69,NA
2005-10-31,"05:00",0.53,8.08,12.03,3.34,35.73,NA,15.28,17.74,12.55,NA,11.45,20.47,17.12,0.5,NA,8.73,NA,22.38,NA,8.74,40.58,NA,14.56,23.4,7,9.05,22.99
2005-10-31,"06:00",0.56,12.59,NA,8.15,NA,0.4,11.94,NA,19.94,0.24,9.76,21.3,NA,0.01,1.06,10.71,0.45,34.87,0.29,5.19,NA,0.31,9.88,31.16,NA,23.99,11.81
2005-10-31,"07:00",0.6,15.33,6.26,12.12,24.47,0.52,10.67,6.53,7.01,0.3,6.86,28.92,17.22,0,2.16,12.49,0.58,51.23,0.42,0.87,26,0.54,6.07,36.59,2.12,34.39,4.17
2005-10-31,"08:00",0.91,4.19,3.9,12.11,24.07,0.94,42.4,4.45,18.44,0.46,9.04,37.89,13.96,0.003552,2.58,12.25,1.17,63.47,0.66,6.93,19.25,1.33,6.39,44.21,0.18,37.81,4.81
2005-10-31,"09:00",1.11,7.16,6.39,10.33,27.47,0.72,33.54,15,18.13,0.58,4.21,36.95,14.68,0.005505,2.48,13.56,1.29,66.92,0.55,15.47,29.64,2.36,8.3,43.5,2.61,34.05,12.11
2005-10-31,"10:00",1.33,18.74,7.74,13.18,33.3,0.64,11.47,22.78,30.33,0.62,6.1,38.03,17.09,0.62,1.14,11.42,1.69,69.15,0.58,0.03,27.87,1.69,11.52,48.21,2.71,27.51,20.3
2005-10-31,"11:00",1.1,13.95,7.79,17.57,31.99,0.52,9.97,25.14,38.05,0.73,16.28,43.35,17.23,1.84,2.25,22.58,1.91,73.72,0.61,17.14,28.14,1.44,19.39,53.43,3.24,27.51,21.97
2005-10-31,"12:00",NA,NA,NA,21.18,31.81,0.88,12.35,18.11,36.3,0.62,11.92,39.11,18.86,0.004262,2.51,23.68,2.01,76.09,0.49,18.02,36.58,1.1,28.93,49.83,2.75,26.42,26.95
2005-10-31,"13:00",1.24,21.86,7.65,23.08,31.63,0.92,28.15,16.88,40.17,0.51,11.46,31.96,25.04,0,2.39,25.62,1.81,71.2,0.43,17.47,42.23,1.09,26.07,42.7,7.2,36.23,20.84
2005-10-31,"14:00",1.06,28.28,11.73,22.21,40.57,0.7,19.06,29.64,28.45,0.53,16.03,36.12,26.75,0.25,2.66,27.19,1.97,71.69,0.38,3.42,47.5,1.04,16.5,43.6,9.74,35.58,28.14
2005-10-31,"15:00",0.91,15.36,21.11,21.6,45.12,0.88,15.4,21.29,25.86,0.47,4.7,31.46,31.39,0.26,2.76,28.29,1.72,72.81,0.37,5.25,46.95,1.06,14.02,41.9,17.09,32.28,38.74
2005-10-31,"16:00",1,6.17,20.94,30.24,52.91,0.78,15.93,35.73,19.82,0.46,11.79,32.16,29.36,0.003552,2.75,25.56,1.58,64.03,0.37,25.71,42.85,0.91,8.83,36.37,14.38,27.08,47.88
2005-10-31,"17:00",0.95,24.16,17.03,28.47,48.98,0.55,10.84,37.82,22.01,0.47,5.87,28.39,28.56,0.004972,2.33,19.73,1.47,65.39,0.36,3.48,38.65,0.85,19.52,35.62,12.17,28.66,44.26
2005-10-31,"18:00",0.91,33.2,12.41,36.59,36.8,0.74,7.95,19.57,19.87,0.49,8.47,32.12,17.91,0,2.73,16.9,1.58,61.77,0.45,13.23,32.02,0.76,21.41,35.34,7.07,31.21,25.1
2005-10-31,"19:00",0.95,54.95,6.86,39.8,28.07,0.76,15.11,14.06,18.17,0.53,4.28,36.19,9.77,0,2.47,14.91,1.71,58.38,0.61,1.01,24.98,0.84,10.13,39.64,1.49,36.78,12.55
2005-10-31,"20:00",0.82,6.92,7.75,12.48,25.64,0.57,40.69,11.72,16.5,0.42,6.11,32.81,10.97,0,2.13,13.92,1.33,56.65,0.44,2.39,25.78,0.7,14.98,37.91,1.29,36.3,8.09
2005-10-31,"21:00",0.69,NA,8.3,12.13,27.2,0.58,NA,9.91,13.9,0.35,2.7,26.68,17.97,0.08,1.76,13.06,1.33,55.89,0.41,11.43,26.2,0.6,3.29,37.28,2.76,29.38,15.59
2005-10-31,"22:00",0.61,7.58,9.45,1.09,27.9,0.5,NA,11,10.41,0.3,4.69,25.21,19.65,0.22,1.49,13.5,1,57.55,0.35,2.54,32.27,0.52,3.43,34.29,4.42,27.62,15.81
2005-10-31,"23:00",0.56,11.2,10.32,NA,30.09,0.46,NA,16.23,6.56,0.3,4.67,28.49,14.87,0.004972,1.55,13.1,0.69,47.34,0.36,10.64,34.24,0.43,6.47,25.82,11.73,30.1,13.26
2005-10-31,"24:00",0.62,4.32,7.44,6.27,34.39,0.37,NA,25.49,13.94,0.3,7.59,25.39,19,0.44,1.38,13.79,0.46,37.71,0.32,6.45,32.02,0.37,8.05,22.92,14.06,27.17,16.19
