"Date","Time","1_CO","1_MP10","1_O3","2_MP10","2_O3","3_CO","3_MP10","3_O3","4_MP10","5_CO","5_MP10","5_NO2","5_O3","5_SO2","8_CO","8_SO2","12_CO","12_NO2","16_CO","16_MP10","16_O3","27_CO","27_MP10","27_NO2","27_O3","47_NO2","47_O3"
2005-10-24,"17:00",1.05,35.64,30.79,NA,55.84,0.82,45.22,47.03,42.25,0.6,27.83,32.47,52.6,5.76,2.18,20.7,2.07,88.19,0.52,62.27,51.09,1.05,45.35,49.41,30.32,42.36,54.11
2005-10-24,"18:00",1.27,50.95,11.25,NA,42.18,0.91,47.85,26.7,50.56,0.8,27.89,40.65,28.13,7,2.92,24.04,2.2,75.42,0.68,52.99,36.96,1.14,47.14,57.75,15.97,50.6,34.97
2005-10-24,"19:00",1.16,46.44,3.04,NA,29.35,0.95,40.56,15.48,42.19,0.74,27.51,40.93,13.92,5.73,3.15,18.71,2.3,72.36,0.72,52.45,28.83,1.23,70.11,53.88,2.7,53.26,12.44
2005-10-24,"20:00",1.13,35.65,0.33,NA,22.72,0.94,66.44,8.68,43.99,0.78,28.9,42.94,8,3.3,2.66,16.25,1.69,65.11,0.75,52.15,24.16,1.11,49.94,49.9,0.26,43.48,8.95
2005-10-24,"21:00",1.1,31.78,0.08,NA,29.36,0.73,44.16,13.24,38.85,0.71,19.51,42.78,3.99,1.88,2.08,16.1,1.66,63.18,1.02,52.7,17.24,1,34.25,44.75,0.007686,37.3,12.61
2005-10-24,"22:00",1.07,30.77,0.37,NA,29.55,0.57,13.54,27.33,28.35,0.66,19.49,42.42,2.98,1.56,1.67,14.73,1.31,57.37,0.92,50.14,13.81,0.95,33.3,44.59,0.003843,37.7,8.55
2005-10-24,"23:00",0.69,20.54,11.13,NA,31.2,0.54,29.64,28,15.82,0.59,19.45,39.54,7.1,2.03,1.35,11.63,0.96,53.35,1.22,30.44,13.26,0.8,21.41,43.86,0,32.99,11.57
2005-10-24,"24:00",0.68,7.97,14.86,NA,31.32,0.49,5.38,30.1,14.41,0.46,9.73,24.72,26.05,1.76,1.39,11.35,0.77,50.95,0.77,32.1,13.94,0.75,14.79,40.42,3.36,35.65,9.49
2005-10-25,"01:00",0.61,13.12,18.64,NA,31.24,0.43,9.64,31.29,12.08,0.53,11.76,NA,7.66,3.81,1.06,12.2,0.7,NA,0.75,14.96,17.93,0.71,3.3,NA,5.94,37.1,6.63
2005-10-25,"02:00",0.58,19.2,19.19,NA,35.63,0.4,23.55,29.27,8.53,0.48,58.24,36.79,7.86,2.8,1.02,11.13,0.55,37.95,0.75,37.34,21.88,0.67,7.76,38.66,2.41,34.09,7.26
2005-10-25,"03:00",0.55,26.42,18.57,NA,35.42,0.38,36.44,29.63,28.64,0.43,34.07,32.8,9.44,2.71,0.59,8.29,0.36,29.46,0.55,49.45,23.87,0.49,21.3,29.13,8.23,19.4,17.49
2005-10-25,"04:00",0.59,19.53,7.22,NA,32.44,0.42,16.29,21.79,31.75,0.42,24.31,33.42,7.72,NA,0.74,NA,0.44,36.34,0.52,45.67,21.92,0.42,22.48,23.05,13.37,11.97,NA
2005-10-25,"05:00",0.61,19.94,14.41,NA,40.98,NA,21.48,30.11,20.36,NA,23.18,32.8,9.06,3.57,NA,13.01,NA,29.23,NA,59.55,19.01,NA,29.46,36.36,0.43,14.68,22.71
2005-10-25,"06:00",0.73,23.96,NA,NA,NA,0.43,24.32,NA,36.69,0.37,25.18,31.82,NA,1.7,0.72,7.21,0.41,39.13,0.57,55.16,NA,0.5,34.02,37.7,NA,16.18,18.51
2005-10-25,"07:00",0.98,39.71,7.6,NA,35.94,0.66,36.25,6.23,33.61,0.48,19.18,39.87,10.43,1.48,0.82,5.45,0.6,56.4,0.68,48.19,12.38,0.85,39.53,45.66,4.02,11.81,29.01
2005-10-25,"08:00",1.24,31.28,8.12,NA,32.88,0.82,28.34,6.44,35.22,0.83,38.54,56.21,4.63,2.2,1.06,4.92,0.89,66.32,0.94,50.97,13.8,1.25,35.89,54.38,2.96,15.08,25.61
2005-10-25,"09:00",1.58,25.79,9.79,NA,32.2,0.93,46.95,14.75,39.54,1.05,24.62,59.47,13.32,5.13,1.64,9.06,1.64,83.56,1.2,19.46,21.6,1.71,32.73,67.24,3.86,18.91,26.17
2005-10-25,"10:00",1.44,39.2,13.12,NA,41.44,0.92,23.06,22.95,36.81,1.2,34.62,71.65,29.95,5.73,1.96,11.66,1.7,91.31,1.44,12.88,31.89,1.91,38.89,83.39,8.48,24.69,44.55
2005-10-25,"11:00",1.35,56.93,17.44,NA,54.48,0.8,31.43,39.83,40.86,1.05,39.92,70.72,43.97,7.92,1.56,11.36,1.44,92.41,1.44,29.55,57.78,1.74,50.08,90.71,18.85,18.28,56.54
2005-10-25,"12:00",1.34,43,24.5,NA,58.84,0.78,33.95,55.98,42.23,1.08,34.67,78.9,58.03,9.56,1.62,10.52,1.78,117.45,1.44,51.07,76.96,1.5,55.64,92.62,37.1,22.44,71.16
2005-10-25,"13:00",1.24,43.69,43.38,NA,79.49,0.89,35.67,64.31,58.39,1.15,44.76,91.02,84.45,9.54,1.5,9.9,1.66,120.01,1.32,42.61,95.95,1.57,52.43,95.83,68.56,19.09,100.07
2005-10-25,"14:00",1.38,48.78,68.18,55.58,120.14,1.01,47.27,83.68,70.19,1.06,43.21,76.48,114.79,8.98,1.94,11.03,2.57,146.33,1.04,53.45,125.87,NA,26.94,54.77,89.12,5.87,103.76
2005-10-25,"15:00",1.18,33,79.93,20.67,140.94,0.91,53.19,85.62,32.73,0.64,27.41,37.5,120.12,6.83,2.16,12.51,3.33,146.17,0.69,43.78,95.77,1.35,40.55,76.38,64.09,13.27,112.18
2005-10-25,"16:00",1.17,28.02,92.37,9.25,156.31,0.93,35.78,98.97,34.54,0.62,18.69,33.3,124.82,6.36,2.58,17.22,4.02,153.28,0.64,15.15,106.05,1.13,14.15,67.66,76.43,12.99,132.55
2005-10-25,"17:00",1.22,35.15,105.77,11.94,159.55,1.01,45.06,106.9,26.59,0.59,28.18,28.15,145.07,6.73,2.85,20.94,3.91,152.89,0.63,16.33,121.07,1.12,36.55,80.31,74.58,9.86,134.58
2005-10-25,"18:00",1.18,45.85,101.51,20.48,156.81,1.03,64.48,93.61,40.43,0.63,29.64,32.27,135.37,6.19,3.21,22.81,3.14,149.74,0.63,48.19,107.66,1.54,55.55,88.18,63.19,14.89,140.09
2005-10-25,"19:00",1.57,46.87,54.26,28.72,142.96,1.16,58.25,59.77,38.48,0.72,26.6,44.87,100.21,4.18,3.05,16.56,3.86,154.41,0.84,53.71,63.55,2.03,72.96,111.34,26.99,20.3,115.49
2005-10-25,"20:00",1.34,42.17,43.06,33.77,132.36,1.27,49.83,40.72,46.03,0.97,34.28,69.09,62.35,4.19,2.67,14.17,2.66,147.54,1.19,83.24,33.53,1.59,66.74,98.13,28.88,13.74,98.46
2005-10-25,"21:00",1.62,56.3,12.41,35.2,72.93,1.35,63.29,28.96,53.54,0.99,41.6,75.63,44.33,5.78,2.52,15.12,3.29,150.84,1.43,87.56,17.87,2.51,75.47,119.74,0.51,11.38,72.52
2005-10-25,"22:00",1.53,65.12,6.57,46.17,31.91,1.36,59.17,3.64,64.52,1.3,39.68,104.62,8.54,5.97,2.29,10.95,2.25,134.31,1.79,95.38,12.7,2.84,73.42,118.06,0.16,13.23,45.45
2005-10-25,"23:00",1.46,72.17,6.45,63.59,46.06,1.22,53.39,1.77,61.69,1.29,46.45,99.01,1.76,9.04,1.76,10.11,1.33,102.09,2.28,92.47,11.44,1.84,69.21,97.79,4.36,18.05,57.65
2005-10-25,"24:00",1.63,54.18,6.17,53.36,48.03,1.21,55.74,1.34,60.2,1.19,45.56,93.44,2.11,5.06,1.97,8.94,1.15,96.72,1.3,99.62,12.43,1.13,45.55,73.84,9.86,11,75.18
2005-10-26,"01:00",1.12,59.97,5.93,38.84,24.44,0.92,52.63,1.62,48.39,1.05,34.35,NA,6.26,4.44,1.29,5.89,0.95,NA,0.83,49.84,20.42,1.3,50.02,NA,1.31,17.3,51.13
2005-10-26,"02:00",0.96,41.06,5.98,NA,24.18,0.73,71.43,2.06,36.77,1.1,78.24,69.03,1.08,4.32,1.18,8.57,0.83,75.73,0.58,22.96,43.45,0.82,35.37,53.76,13.76,31.84,21.62
2005-10-26,"03:00",0.97,72.94,5.96,76.6,24.23,0.79,69.63,0.95,46.46,0.97,58.62,59.99,0.77,2.55,1.06,8.58,0.73,71.82,0.52,39.69,50.83,0.85,35,59.09,4.3,28.88,14.01
2005-10-26,"04:00",0.89,52.7,6.08,63.5,27.14,0.74,45.92,1.82,45.08,0.8,43.1,56.65,0.75,NA,0.9,NA,0.66,67.15,0.61,44.44,33.4,0.67,35.99,49.87,5.6,34.56,NA
2005-10-26,"05:00",0.95,44.69,6.12,65.58,25.33,NA,38.66,2.87,35.26,NA,34.12,55.92,0.85,4.71,NA,6.82,NA,64.22,NA,73.08,11.2,NA,39.81,53.35,0.008655,28.38,0.01
2005-10-26,"06:00",1.09,55.52,NA,53.51,NA,0.69,37.73,NA,37.38,0.68,36.47,52.46,NA,4.89,1,7.03,0.64,64.24,0.93,63.55,NA,1.01,51.65,52.32,NA,NA,0
2005-10-26,"07:00",1.25,66.07,0.93,65.65,23.42,1.02,44.9,1.3,47.81,0.74,34.7,52.99,1.35,5.93,1.15,9.41,1.25,71.61,1.17,62.57,10.03,1.94,51.58,65.47,0.04,26.25,0
2005-10-26,"08:00",2.16,55.07,1.36,80.67,23.68,1.67,54.99,1.54,57.27,0.95,35.67,44.71,1.48,4.25,2.31,13.41,1.72,78.04,1.95,87.79,11.08,2.86,86.28,70.32,0.04,20.31,0
2005-10-26,"09:00",2.91,79.11,1.59,69.83,24.06,2.06,63.93,2.47,69.98,1.53,43.09,50.74,2.28,3.71,2.5,13.32,2.32,91.37,2,79.8,11.97,3.02,103.75,80.2,0.1,22.51,4.3
2005-10-26,"10:00",3.33,81.38,1.81,68.17,26.28,2.26,90.66,3.84,75.19,2.93,44.66,100.57,5.71,12.32,3.47,17.25,2.84,120.44,1.9,64.5,14.12,3.63,98.62,110.47,0.57,37.88,14.62
2005-10-26,"11:00",2.75,96.71,5.22,57.62,39.5,2.6,130.9,6.78,NA,3,73.76,163.12,14.84,18.24,3.35,17.68,2.77,153.73,1.98,61.63,21.71,3.24,94.69,154.72,7.46,42.97,43.33
2005-10-26,"12:00",1.97,101.35,32.97,47.74,114.18,1.6,110.12,58.25,NA,1.61,57.06,140.92,74.64,13.99,3.2,20.7,2.81,170.32,2.11,75.76,53.31,1.5,46.1,103.38,47.85,4.74,91.79
2005-10-26,"13:00",1.59,20.77,100.5,28.47,150.18,1.33,76.5,110.19,99.33,1.17,47.33,100.74,107.42,8.8,2.74,22.06,2.94,164.32,1.19,148.78,79.89,1.09,36.12,77.93,62.25,7.94,113.88
2005-10-26,"14:00",1.26,74.12,45.55,28.23,76.21,1.21,104.65,40.97,90.64,0.87,36.22,55.73,60.93,6.11,2.36,9.81,1.57,92.16,0.63,172.17,76.55,1.17,117.13,56.83,24.03,36.13,83.89
2005-10-26,"15:00",1.58,36.5,38.2,32.18,56.74,1.18,52.96,63.53,79.46,0.96,21.3,59.35,84.1,5.74,2.66,18.16,2.12,124.54,0.7,14.18,93.2,1.79,27.22,84.69,31.67,49.93,67.14
2005-10-26,"16:00",2.07,41.17,39.61,39.3,49.08,1.33,58.84,94.02,64.5,0.7,19.21,39.66,90.82,5.8,3.27,28.59,2.63,169.03,0.55,44.8,83.9,1.47,30.54,75.39,42.04,56.25,57.21
2005-10-26,"17:00",1.28,71.04,38.55,66.59,59.25,0.97,69.84,58.05,87.41,0.67,22.11,45.19,75.53,5.75,3.11,23.71,2.2,121.43,0.54,52.32,70.38,1.1,17.06,61.84,36.77,62.86,69.92
2005-10-26,"18:00",1.19,45.72,28.2,56.2,51.64,0.89,55.05,45.06,47.36,0.6,32.68,39,55.07,5.07,2.52,16.47,1.99,105.93,0.53,54.18,40.91,1.09,67.23,64.09,39.16,53.91,37.68
2005-10-26,"19:00",1.37,30.69,3.89,40.82,28.09,0.95,34.78,14.98,50.14,0.69,26.65,51.02,12.46,3.34,2.98,11.37,2.19,93.34,0.59,5.23,31.82,1.29,71.82,56.14,0.11,52.79,27.48
2005-10-26,"20:00",1.32,24.31,1.25,37.34,24.54,0.83,17.84,9.37,32.25,0.68,10.77,46.54,8.05,2.2,2.57,11.52,2.09,79.03,0.45,1.99,35.88,1.14,4.05,52.62,0.01,54.18,9.38
2005-10-26,"21:00",0.99,20.57,0.79,26.6,23.1,0.69,16.98,2.48,NA,0.59,9.97,43.38,7.11,2.06,2.21,14.41,1.29,62.17,0.4,1.46,30.6,1.06,6.37,48.09,0.003298,46.06,8.48
2005-10-26,"22:00",0.95,33.35,0.73,24.62,23.03,0.81,20.74,2.2,NA,0.53,7.12,39.14,3.36,2.05,1.91,15.54,1.21,54.72,0.4,2.85,25.66,0.72,6.88,39.37,0.06,44.25,1.66
2005-10-26,"23:00",0.79,45.26,1.24,23.25,23.54,0.73,10.23,2.51,33.09,0.33,0.68,27.72,15.17,1.1,1.79,12.96,1.31,54.99,0.46,0.25,24.27,0.51,1.15,32.95,1.96,41.31,1.62
2005-10-26,"24:00",0.73,12.06,2.5,16.14,24.04,0.63,10.82,4.4,16.2,0.34,3.62,27.66,13.88,1.04,1.56,11.93,1.18,55.19,0.39,NA,21.57,0.58,0.64,34.07,0.8,37.52,0.34
2005-10-27,"01:00",0.53,20.66,9.28,6.52,27.47,0.45,9.32,9.14,14.04,0.26,4.66,NA,22.27,1.1,1.07,9.08,0.56,NA,0.27,3.95,30.41,0.38,2.13,NA,6.89,35.84,1.49
2005-10-27,"02:00",0.48,96.07,12.27,7.92,32.54,0.37,23.35,15.23,6.53,0.22,42.95,15.93,23.36,0.79,0.77,7.17,0.45,29.38,0.26,14.05,31.91,0.34,2.5,25.49,3.61,32.71,3.94
2005-10-27,"03:00",0.44,38.9,16.28,41.31,35.24,0.32,36.53,17.3,15.42,0.17,26.6,7.28,30.95,0.51,0.59,5.71,0.39,26.71,0.22,11.08,36.89,0.26,8.39,16.96,10.67,22.21,11.57
2005-10-27,"04:00",0.41,13,22.29,28.31,41.94,0.27,10.68,28.52,7.22,0.16,3.29,6.38,32.66,NA,0.56,NA,0.3,16.12,0.21,3.54,42.47,0.24,10.43,11.99,16.61,9.95,NA
2005-10-27,"05:00",0.4,1.47,22.51,11.89,42.36,NA,4.97,29.98,1.52,NA,12.77,8,30.76,0.79,NA,7.07,NA,18.88,NA,3.28,35.6,NA,3.63,12.31,16.3,8.75,23.45
2005-10-27,"06:00",0.52,3.1,NA,6.37,NA,0.22,9.53,NA,12.13,0.18,5.18,12.08,NA,1.09,0.54,5.5,0.38,32.44,0.27,1.51,NA,0.26,3.15,18.11,NA,13.35,17.04
2005-10-27,"07:00",0.78,19.22,2.04,6.22,25.12,0.32,12.54,8.6,20.21,0.31,4.85,31.96,3.59,2.22,0.7,3.07,0.42,45.41,0.45,4.47,13.29,0.69,7.54,36.89,0.6,23.11,8.79
2005-10-27,"08:00",1.13,9.05,1.42,8.82,23.74,0.63,11.41,2.95,37.62,0.63,11.34,37.19,3,7.94,1.06,7.89,1.04,53.7,0.84,28.82,12.5,1.74,21.36,41.85,0.01,25.19,2.33
2005-10-27,"09:00",1.36,20.21,3.11,20.57,24.89,0.92,34.34,10.51,41.68,0.87,22.49,37.39,6.42,8.53,1.35,7.21,1.27,55.13,0.99,21.67,15.61,1.6,20.88,48.13,0.18,21.47,6.03
2005-10-27,"10:00",1.44,13.39,5.58,37.63,29.22,0.78,21.74,14.51,42.43,0.86,24.7,40.36,14.71,9.7,1.8,14.32,1.65,61.4,1.09,30.69,21.52,1.58,31.84,47.57,4.32,20.11,12.21
2005-10-27,"11:00",1.15,19.42,11.5,30.79,37.86,0.62,12.4,26.49,38.38,0.75,20.51,46.75,34.21,6.39,1.48,16.62,1.61,67.82,0.94,44.48,38.45,1.3,19.02,52.46,11.32,28,15.76
2005-10-27,"12:00",1.15,16.11,21.38,30.59,56.64,0.62,16.55,47.65,28.82,0.66,19.92,41.07,63.01,5.87,1.39,13.26,1.71,76.25,0.74,31.92,59.1,1.32,27.1,60.26,32.65,28.48,44.45
2005-10-27,"13:00",1.07,35.94,31.62,32.21,75.39,0.61,34.8,64.91,42.9,0.68,32.93,38.09,86.12,6.24,1.14,8.9,1.27,81.43,0.81,19.5,93.23,1.1,46.71,63.92,48.19,16.48,61.49
2005-10-27,"14:00",1.03,40.02,50.59,30.97,95.09,0.58,27.4,78.33,30.1,0.63,28.65,39.3,106.38,7.16,1.24,8.92,1.65,100.91,0.87,30.15,127.36,1.06,39.8,58.79,72.99,8.89,81.84
2005-10-27,"15:00",0.97,25.17,74.31,26.62,117.83,0.59,19,93.78,30.94,0.64,34.68,34,134.74,5.47,1.3,8.2,1.8,92.65,0.81,40.51,159.93,1.07,37.29,55.91,96.24,8.03,104.28
2005-10-27,"16:00",1.05,23.45,111.48,27.38,137.86,0.71,20.25,115.47,28.92,0.64,23.33,30.71,176.87,4.59,1.87,11.76,1.73,108.8,0.77,49.3,172.29,1.06,31.13,68.45,88.93,4.69,104.93
2005-10-27,"17:00",1.69,48.62,67.27,28,122.81,1.38,53.64,66.34,69.13,0.93,33.06,60.84,102.96,18.26,3.25,36.74,2.35,137.09,0.79,128.59,71.8,1.16,46.02,72.02,79.07,5.36,118.96
2005-10-27,"18:00",1.54,80.5,38.76,40.66,71.02,1.19,78.22,50.99,82.6,0.96,49.15,67.37,73.15,11.6,3.05,28.83,2.51,136.69,0.69,61.89,60.03,1.39,95.08,85.67,46.66,69.34,81.92
2005-10-27,"19:00",1.52,57.84,7.17,71.77,37.76,0.99,60.78,27.12,55.59,0.76,35.04,53.52,20.76,6.55,2.69,17.89,2.18,93.79,0.46,68.46,47.16,1.07,77.19,57.84,6.91,79.98,36.41
2005-10-27,"20:00",1.19,42.61,3.35,49.79,25.06,1.04,36.43,6.75,40.29,0.68,21.22,54.19,10.94,5.69,2,14.18,2.13,88.21,0.45,5.32,42.42,1,41.98,60.55,1.35,63.91,5.84
2005-10-27,"21:00",1.21,29.25,1.36,40.81,23.11,0.89,25.64,1.62,27.42,0.8,17.09,58.37,2.06,10.73,2.17,22.71,1.41,66.65,0.48,7.2,33.96,1.17,24.56,60.72,0,49.87,0.005324
2005-10-27,"22:00",1.1,27.41,1.04,31.48,22.97,0.95,29.46,0.73,38.42,0.83,22.21,52.29,1.75,8.22,1.79,21.97,1.39,62.83,0.53,18.64,22.27,1.17,33.67,57.22,0,43.46,0.01
2005-10-27,"23:00",1.11,34.43,0.9,34.85,23.81,0.93,35.77,0.79,33.12,0.94,22.34,48.29,1.26,6.36,1.51,12.57,1.27,59.06,0.78,32.37,13.27,1.26,34.27,51.92,0,43.26,0
2005-10-27,"24:00",1.28,38.69,0.99,37.06,23.65,1.01,30.1,0.84,47.48,1,26.09,45.58,1.42,5.75,1.3,10.57,1.16,57.55,0.98,59.93,13.12,1.74,42.75,50.6,0.03,37.8,0
2005-10-28,"01:00",1.35,28.79,1.06,38.18,23.58,1.04,58.23,0.98,47.06,1.23,32.09,NA,1.44,5.26,2.06,14.28,1.33,NA,1.08,91.92,13.03,1.88,69.4,NA,0,30.27,0
2005-10-28,"02:00",1.51,75.02,1.08,56.47,23.46,1.1,69.76,0.71,44.12,1.44,84.42,35.76,1.33,5.33,1.96,17.06,1.7,59.18,1.13,55.82,12.83,1.57,48.68,46.36,0.03,24.38,0
2005-10-28,"03:00",1.7,74.09,1.12,78.1,24.25,1.29,66.15,0.96,52.75,1.55,41.56,30.38,1.05,4.58,1.94,14.02,1.98,61.89,1.03,65.51,12.61,1.36,60.08,43.4,0,23.42,0
2005-10-28,"04:00",1.75,46.59,1.05,55.89,24.04,1.51,50.94,1.09,49.57,1.47,39.7,27.15,1.2,NA,1.85,NA,1.42,64.76,1.03,59.72,12.7,1.35,56.48,38.08,0,16.44,NA
2005-10-28,"05:00",1.84,52.66,2.83,55.8,24.07,NA,47.05,1.5,NA,NA,35.72,29.3,1.31,1.11,NA,8.92,NA,63.53,NA,66.01,12.52,NA,56.57,37.72,0,19.33,0
2005-10-28,"06:00",1.51,76.38,NA,52.97,NA,0.91,61.69,NA,NA,1.28,32.67,25.85,NA,1.74,1.43,7.21,1.1,65.09,0.94,55.5,NA,1.31,56.47,41.32,NA,NA,0.53
2005-10-28,"07:00",1.46,68.54,7.2,53.67,22.9,0.93,48.03,0.96,NA,1.28,38.38,30.53,1.15,0.46,2.2,7.41,1.17,63.54,0.95,43.57,9.28,1.75,43.19,49.03,0.01,21.59,28.53
2005-10-28,"08:00",1.96,49.06,7.42,51.74,26.29,1.43,46.64,1.44,NA,1.62,37.13,31.93,1.27,2.01,3.07,12.23,1.69,76.4,1.26,35.64,12.7,2.87,54.23,70.41,0.01,15.61,38.7
2005-10-28,"09:00",2.21,40.13,11.71,34.37,49.61,2.28,51.05,3.59,NA,1.91,56.92,64.67,3.72,3.57,2.67,11.94,2.3,103.18,1.07,0.11,21.86,1.78,19.21,69.69,4.97,5.63,63.78
2005-10-28,"10:00",1.25,5.38,24.96,13.83,86.65,1.29,84.63,28.22,NA,1.29,23.84,69.98,37.93,6.11,2.62,15.03,1.5,101.86,0.84,NA,47.52,1.24,3.52,58.21,28.13,3.9,71.1
2005-10-28,"11:00",1.13,18.48,54.16,12.13,99.19,0.8,38.39,66.16,NA,0.69,24.31,29.09,83.82,1.99,2.18,11.27,2.71,114.2,0.71,9.07,82.26,1.05,23.21,44.79,47.04,2.88,79.88
2005-10-28,"12:00",1.18,32.79,77.24,18.31,117.05,0.88,33.78,83.7,NA,0.65,25.64,26.82,104.74,3.93,2.47,14.49,2.94,116.17,0.61,23.46,103.77,0.96,29.38,38.78,68.83,4.85,96.09
2005-10-28,"13:00",1.12,25.98,100.52,46.99,139.95,0.86,38.28,105.65,NA,0.57,34.35,18.71,136.57,4.13,2.08,NA,2.2,114.43,0.56,15.24,116.33,0.96,35.64,38.83,91.9,5.42,113.83
2005-10-28,"14:00",1.06,32.83,114.09,26,154.39,0.77,28.14,117.46,NA,0.52,47.25,17.32,133.22,2.54,2.2,NA,1.58,105.62,0.53,20.21,123.82,0.83,21.01,39.17,77.53,5.63,129.24
2005-10-28,"15:00",1.25,37.58,91.81,0.79,148.17,0.9,37.74,94.58,NA,0.59,22.75,28.27,104.68,0.97,NA,NA,2.02,116.07,0.61,44.76,96.79,1.19,58.44,67.73,43.27,6.35,119.73
2005-10-28,"16:00",1.44,52.11,62.9,16.4,105.9,0.98,86.27,69.39,NA,0.6,25.24,27.41,96.89,0.29,2.4,NA,1.98,99.34,0.67,198.33,89.57,1.11,123.31,NA,30.81,16.83,95.91
2005-10-28,"17:00",1.66,53.8,18.26,36.88,81.07,1.22,45.05,30.3,NA,1.12,18.28,64.61,41.43,0.33,1.93,3.84,1.74,119.25,1.42,27.28,30.35,2.04,65.8,90.49,8.36,20.22,78.6
2005-10-28,"18:00",1.97,42.39,11.21,24.89,65.38,2.04,33.2,5.45,NA,2.12,25.99,112.44,3.53,0.89,5.31,12.44,2.87,133.91,1.38,74.99,25.25,3.12,68.07,111.9,0.07,18.27,55.99
2005-10-28,"19:00",1.81,43.42,11.68,22.27,25.62,1.9,38.1,7.66,NA,1.75,20.83,113.64,4.83,1.56,4.55,16.31,2.95,132.09,1.24,69.02,33.33,2.07,48.25,NA,2.45,41.33,42.86
2005-10-28,"20:00",1.91,35.66,9.05,32.65,29.17,1.59,25.33,7.49,NA,1.32,18.2,89.15,12.98,0.27,2.62,9.31,2.34,119.55,0.74,22.35,41.27,1.98,54.46,97.1,0.71,82.38,11.2
2005-10-28,"21:00",1.26,33.1,12.98,30.66,27.18,1.06,19.46,9.07,NA,0.5,11.65,30.05,29.96,0.96,2.35,13.24,1.69,83.81,0.54,NA,39.51,0.97,27.63,64.79,2.64,75.48,4.96
2005-10-28,"22:00",0.96,0.1,16.86,20.32,29.24,0.75,12.49,23.15,NA,0.51,2.8,31.27,37.98,1.6,2.18,10.48,1.18,77.23,0.46,NA,54.13,0.91,5.03,62.36,0.91,44.27,13.8
2005-10-28,"23:00",1.27,20.33,8.39,12.8,23.91,1.07,4.61,4.38,NA,0.68,1.66,44.95,14.67,2.18,1.79,4.48,1.16,85.27,0.84,22.01,15.02,1.62,17.93,67.22,0.002928,37.77,15.53
2005-10-28,"24:00",1.8,19.15,7.28,10.03,24.47,1.33,27.44,0.72,NA,1.31,13.85,61.53,0.92,2.79,2.35,4.8,1.3,84.15,1.21,41.11,9.17,1.7,26.47,64.26,0.000976,21.13,21.82
2005-10-29,"01:00",1.41,16.4,7.47,13.34,25.13,1.35,27.24,0.87,NA,1.21,13.91,NA,1.05,1.63,1.48,4.8,1.2,NA,1.21,34.93,8.86,1.45,24.22,NA,0.03,17.16,26.5
2005-10-29,"02:00",1.13,21.43,7.93,20.15,38.01,1.1,57.98,0.62,NA,0.97,83.08,60.23,0.57,0.51,1.8,6.49,0.82,64.38,0.98,4.34,9.87,1.46,26.49,64.85,0,7.97,54.58
2005-10-29,"03:00",1.2,31.1,7.51,48.65,47.29,1.13,58.16,0.66,NA,1.04,31.17,50.9,0.42,0.65,1.95,7.9,1.04,66.56,1.02,34.1,10.04,1.2,33.38,56.67,0,11.31,35.2
2005-10-29,"04:00",1.37,28.01,7.25,29.84,24.03,1.11,32.05,0.84,NA,1.23,18.76,48.86,0.85,NA,1.74,NA,1.19,69.23,1.13,39.14,9.19,1,26.16,51.59,0,7.9,NA
2005-10-29,"05:00",1.57,23.23,7.46,31.02,24.1,NA,27.53,1.15,NA,NA,20.43,53.26,1.01,1.13,NA,7.59,NA,69.47,NA,34.26,9.05,NA,30.04,50.89,0,8.71,14.28
2005-10-29,"06:00",1.3,26.99,NA,32.1,NA,0.7,30.42,NA,NA,1.11,25.14,58.54,NA,1.42,2.16,9.44,1.28,68.1,0.89,29.28,NA,1.1,33.7,54.1,NA,13.63,6.02
2005-10-29,"07:00",0.86,33.38,5.11,31.03,NA,0.56,27.26,17.2,NA,0.47,16.53,24.13,24.77,2.03,1.26,6.08,0.78,53.47,0.42,0.97,37.36,0.65,10.61,37.23,3.49,29.08,11.61
2005-10-29,"08:00",1.13,1.47,2.61,19.43,NA,0.65,6.76,17.48,NA,0.35,4.69,20.02,26.52,3.82,1.16,1.63,0.5,52.21,0.7,11.32,17.13,0.8,11.3,39.13,1.86,17.97,21.87
2005-10-29,"09:00",1.41,15.71,2.02,7.08,NA,0.93,21.22,5.98,NA,0.63,12.74,40.24,11.73,4.28,1.79,3.01,0.77,62.42,0.88,17.07,14.76,1.12,18.52,50.46,0.97,7.14,36.34
2005-10-29,"10:00",1.24,8.05,9.81,4.1,NA,0.81,10.48,12.32,NA,0.89,8.31,45.31,18.51,3.34,2.05,10.2,1.25,68.72,0.79,0.1,28.35,1.21,4.56,52.75,4.77,4.85,40.58
2005-10-29,"11:00",1.42,12.85,11.26,4.51,NA,1.16,8.57,18.25,NA,0.77,8.17,45.91,28.78,3.73,2.55,15.7,1.49,81.42,0.44,2.36,49.11,1.05,20.01,58.08,9.11,16.7,55.92
2005-10-29,"12:00",1.15,24.63,14.73,9.91,NA,0.96,25.61,29.72,NA,0.49,11.57,21.94,45.55,1.24,2.36,17.95,1.27,71.5,0.34,3.38,56.63,0.67,21.44,38.64,19.08,27.52,42.55
2005-10-29,"13:00",1.08,16.47,13.61,17.12,NA,0.87,17.06,29.95,NA,0.47,4.47,22.65,40.86,1.11,2.41,18.23,1.27,70.87,0.39,12.2,56.37,0.64,20.08,38.72,13.65,32.98,33.14
